company,date,job,link,location,opened,site
cobra peru,2022-01-13,supervisor ssoma tarapoto,https://www.bumeran.com.pe/empleos/supervisora-ssoma-tarapoto-cobra-peru-1114914163.html,"tarapoto, san martín",False,Bumeran
perurail s.a.,2022-01-13,jefe de tren juliaca,https://www.bumeran.com.pe/empleos/jefe-de-tren-juliaca-perurail-s.a.-1114914111.html,"juliaca, puno",False,Bumeran
telefonica ingenieria de seguridad peru sac,2022-01-13,supervisor de sistemas contra incendios,https://www.bumeran.com.pe/empleos/supervisor-de-sistemas-contra-incendios-telefonica-ingenieria-de-seguridad-peru-sac-1114914004.html,"lima, lima",False,Bumeran
cobra peru,2022-01-13,gestor de servidumbre exp saneamiento físico legal tumbes,https://www.bumeran.com.pe/empleos/gestora-de-servidumbre-exp.-saneamiento-fisico-legal-tumbes-cobra-peru-1114913971.html,"tumbes, tumbes",False,Bumeran
tecsur.s.a,2022-01-13,asistente sig,https://www.bumeran.com.pe/empleos/asistente-sig-tecsur.s.a-1114913814.html,"san juan de miraflores, lima",False,Bumeran
mainin srl.,2022-01-13,asistente de logistica,https://www.bumeran.com.pe/empleos/asistente-de-logistica-mainin-srl.-1114913516.html,"san borja, lima",False,Bumeran
aeropuertos del perú,2022-01-13,analista de equipamiento,https://www.bumeran.com.pe/empleos/analista-de-equipamiento-aeropuertos-del-peru-1114913398.html,"lima, lima",False,Bumeran
ingeniería y construcción sigdo koppers perú,2022-01-13,comprador,https://www.bumeran.com.pe/empleos/comprador-ingenieria-y-construccion-sigdo-koppers-peru-1114913365.html,"lima, lima",False,Bumeran
servicios industriales de la marina s.a.,2022-01-13,operario grúero,https://www.bumeran.com.pe/empleos/operario-gruero-servicios-industriales-de-la-marina-s.a.-1114913359.html,"callao, lima",False,Bumeran
jhon  gonzales,2022-01-13,instructores especialistas en maquinaria pesada,https://www.bumeran.com.pe/empleos/instructores-especialistas-en-maquinaria-pesada-jhon-gonzales-1114907440.html,"trujillo, la libertad",False,Bumeran
michael page perú,2022-01-13,ejecutivo de ventas canal tradicional huanuco,https://www.bumeran.com.pe/empleos/ejecutivo-de-ventas-canal-tradicional-huanuco-michael-page-peru-1114819157.html,"huánuco, huánuco",False,Bumeran
michael page perú,2022-01-13,ejecutivo de ventas canal tradicional tarapoto,https://www.bumeran.com.pe/empleos/ejecutivo-de-ventas-canal-tradicional-tarapoto-michael-page-peru-1114819123.html,"san martín, san martín",False,Bumeran
enel,2022-01-13,practicante profesional de balance y medición energía,https://www.bumeran.com.pe/empleos/practicante-profesional-de-balance-y-medicion-energia-enel-1114913126.html,"san borja, lima",False,Bumeran
servicios compartidos de restaurantes s.a.c.,2022-01-13,técnico de mantenimiento huancayo,https://www.bumeran.com.pe/empleos/tecnico-de-mantenimiento-huancayo-servicios-compartidos-de-restaurantes-s.a.c.-1114912974.html,"huancayo, junin",False,Bumeran
servicios compartidos de restaurantes s.a.c.,2022-01-13,técnico de mantenimiento cusco,https://www.bumeran.com.pe/empleos/tecnico-de-mantenimiento-cusco-servicios-compartidos-de-restaurantes-s.a.c.-1114912964.html,"cusco, cuzco",False,Bumeran
servicios compartidos de restaurantes s.a.c.,2022-01-13,gestor de proyectos infraestructura,https://www.bumeran.com.pe/empleos/gestor-de-proyectos-infraestructura-servicios-compartidos-de-restaurantes-s.a.c.-1114912879.html,"lima, lima",False,Bumeran
koonsult,2022-01-13,tecnico mecánico de mantenimiento de reductores de velocidad,https://www.bumeran.com.pe/empleos/tecnico-mecanico-de-mantenimiento-de-reductores-de-velocidad-koonsult-1114912835.html,"lima, lima",False,Bumeran
grupo jjc,2022-01-13,supervisor de planeamiento y programación electromecánicos,https://www.bumeran.com.pe/empleos/supervisor-de-planeamiento-y-programacion-electromecanicos-grupo-jjc-1114912743.html,"moquegua, moquegua",False,Bumeran
volcan compañia minera s.a.a.,2022-01-13,analista predictivo,https://www.bumeran.com.pe/empleos/analista-predictivo-volcan-compania-minera-s.a.a.-1114912612.html,"huayllay, pasco",False,Bumeran
ingeniería y construcción sigdo koppers perú,2022-01-13,ingeniero de planeamiento,https://www.bumeran.com.pe/empleos/ingeniero-de-planeamiento-ingenieria-y-construccion-sigdo-koppers-peru-1114912490.html,"marcona, ica",False,Bumeran
allix del pilar díaz vela,2022-01-13,product manager,https://www.bumeran.com.pe/empleos/product-manager-allix-del-pilar-diaz-vela-1114906539.html,"santiago de surco, lima",False,Bumeran
aid ingenieros,2022-01-13,agente de vigilancia,https://www.bumeran.com.pe/empleos/agente-de-vigilancia-aid-ingenieros-1114912314.html,"arequipa, arequipa",False,Bumeran
dario berrospi,2022-01-13,se necesita ayudante,https://www.bumeran.com.pe/empleos/se-necesita-ayudante-dario-berrospi-1114906397.html,"lima, lima",False,Bumeran
opermin sac,2022-01-13,electricista interior mina,https://www.bumeran.com.pe/empleos/electricista-interior-mina-opermin-sac-1114912197.html,perú,False,Bumeran
confidencial,2022-01-13,técnico electricista,https://www.bumeran.com.pe/empleos/tecnico-electricista-1114912116.html,"chincha alta, ica",False,Bumeran
confidencial,2022-01-13,supervisor de contratos de servicio,https://www.bumeran.com.pe/empleos/supervisor-de-contratos-de-servicio-1114912113.html,"chincha alta, ica",False,Bumeran
confidencial,2022-01-13,ingeniero residente de servicio,https://www.bumeran.com.pe/empleos/ingeniero-residente-de-servicio-1114912107.html,"talara, piura",False,Bumeran
bisa ingeniería de proyectos,2022-01-12,ingeniero de proyectos esp desarrollo,https://www.bumeran.com.pe/empleos/ingeniero-de-proyectos-esp.-desarrollo-bisa-ingenieria-de-proyectos-1114912078.html,"lima, lima",False,Bumeran
procetradi,2022-01-12,conductor gestor,https://www.bumeran.com.pe/empleos/conductor-gestor-procetradi-1114912053.html,"lima, lima",False,Bumeran
confidencial,2022-01-12,ayudante de electricista industrial egresados,https://www.bumeran.com.pe/empleos/ayudante-de-electricista-industrial-egresados-1114912033.html,"arequipa, arequipa",False,Bumeran
pdci peruana de construcción e insfraestructura s.a.c.,2022-01-12,jefe de calidad obra pomabamba ancash,https://www.bumeran.com.pe/empleos/jefe-de-calidad-obra-pomabamba-ancash-pdci-peruana-de-construccion-e-insfraestructura-s.a.c.-1114912024.html,"pomabamba, ancash",False,Bumeran
delcrosa,2022-01-12,asistente de logistica,https://www.bumeran.com.pe/empleos/asistente-de-logistica-delcrosa-1114911954.html,"cercado de lima, lima",False,Bumeran
stork peru,2022-01-12,ayudantes mecanicos 10 vacantes,https://www.bumeran.com.pe/empleos/ayudantes-mecanicos-10-vacantes-stork-peru-1114911902.html,"ventanilla, lima",False,Bumeran
confidencial,2022-01-12,gerente de planta de operaciones y mantenimiento,https://www.bumeran.com.pe/empleos/gerente-de-planta-de-operaciones-y-mantenimiento-1114911897.html,"la merced, junin",False,Bumeran
confidencial,2022-01-12,técnico en mantenimiento equipamientos gastronómicos,https://www.bumeran.com.pe/empleos/tecnico-en-mantenimiento-equipamientos-gastronomicos-1114911831.html,"cercado de lima, lima",False,Bumeran
confidencial,2022-01-12,r0030847 técnico electricista nivel 2 um tajo abierto,https://www.bumeran.com.pe/empleos/r0030847-tecnico-electricista-nivel-2-um-tajo-abierto-1114911825.html,"cusco, cuzco",False,Bumeran
tai loy s. a.,2022-01-12,asistente de mantenimiento,https://www.bumeran.com.pe/empleos/asistente-de-mantenimiento-tai-loy-s.-a.-1114822254.html,perú,False,Bumeran
manpower perú,2022-01-12,jefe de proyecto lima ref 21230,https://www.bumeran.com.pe/empleos/jefe-de-proyecto-lima-ref.-21230-manpower-peru-1114911740.html,"lima, lima",False,Bumeran
hipermercados tottus,2022-01-12,jefe de prevención de perdidas y control de activos tienda comas,https://www.bumeran.com.pe/empleos/jefe-de-prevencion-de-perdidas-y-control-de-activos-tienda-comas-hipermercados-tottus-1114911712.html,"comas, lima",False,Bumeran
iesa s.a.,2022-01-12,electricista,https://www.bumeran.com.pe/empleos/electricista-iesa-s.a.-1112755756.html,"quinua, ayacucho",False,Bumeran
confidencial,2022-01-12,r0031917 técnico nivel 2 um subterraneo,https://www.bumeran.com.pe/empleos/r0031917-tecnico-nivel-2-um-subterraneo-1114911606.html,"lima, lima",False,Bumeran
confidencial,2022-01-12,técnico mecánico nivel 2 um subterranea,https://www.bumeran.com.pe/empleos/tecnico-mecanico-nivel-2-um-subterranea-1114911588.html,"cercado de lima, lima",False,Bumeran
iesa s.a.,2022-01-12,técnicos electricistas equipos pesados experiencia en mina,https://www.bumeran.com.pe/empleos/tecnicos-electricistas-equipos-pesados-experiencia-en-mina-iesa-s.a.-1113674908.html,"quinua, ayacucho",False,Bumeran
twinovo s.a.c.,2022-01-12,kam ventas corporativas,https://www.bumeran.com.pe/empleos/kam-ventas-corporativas-twinovo-s.a.c.-1114911567.html,"san isidro, lima",False,Bumeran
estilos srl,2022-01-12,vendedorretail pisco,https://www.bumeran.com.pe/empleos/vendedor-retail-pisco-estilos-srl-1114762468.html,"pisco, ica",False,Bumeran
minera chinalco,2022-01-12,operador de equipo 2 perforadora,https://www.bumeran.com.pe/empleos/operador-de-equipo-2--perforadora-minera-chinalco-1114911465.html,"morococha, junin",False,Bumeran
tecsur.s.a,2022-01-12,supervisor ssoma senior experiencia en set,https://www.bumeran.com.pe/empleos/supervisor-ssoma-senior-|-experiencia-en-set-tecsur.s.a-1114911438.html,"san juan de miraflores, lima",False,Bumeran
confidencial,2022-01-12,ingeniero de servicios,https://www.bumeran.com.pe/empleos/ingeniero-de-servicios-1114905223.html,"arequipa, arequipa",False,Bumeran
nexus technology,2022-01-12,ingeniero preventa infraestructura,https://www.bumeran.com.pe/empleos/ingeniero-preventa-infraestructura-nexus-technology-1114911205.html,"miraflores, lima",False,Bumeran
compañía minera antapaccay,2022-01-12,supervisor de confiabilidad planta,https://www.bumeran.com.pe/empleos/supervisor-de-confiabilidad-planta-compania-minera-antapaccay-1114911200.html,"espinar, cuzco",False,Bumeran
michael page perú,2022-01-12,construction eng manager ind alimentaria refrigeración,https://www.bumeran.com.pe/empleos/construction-eng.-manager-ind.-alimentaria-refrigeracion-michael-page-peru-1114910916.html,"lima, lima",False,Bumeran
ferreyros,2022-01-12,técnico mecánico piura,https://www.bumeran.com.pe/empleos/tecnico-mecanico-piura-ferreyros-1114910833.html,"piura, piura",False,Bumeran
compañía minera antapaccay,2022-01-12,técnico de confiabilidad,https://www.bumeran.com.pe/empleos/tecnico-de-confiabilidad-compania-minera-antapaccay-1114910818.html,"espinar, cuzco",False,Bumeran
paula vasquez,2022-01-12,prácticante de mecanica hidraulica,https://www.bumeran.com.pe/empleos/practicante-de-mecanica-hidraulica-paula-vasquez-1114904673.html,"lima, lima",False,Bumeran
confidencial,2022-01-12,ejecutivo de ventas,https://www.bumeran.com.pe/empleos/ejecutivo-de-ventas-1114904615.html,"trujillo, la libertad",False,Bumeran
randon perú s.a.c.,2022-01-12,soldadorarmador,https://www.bumeran.com.pe/empleos/soldador-armador-randon-peru-s.a.c.-1114910649.html,"callao, lima",False,Bumeran
estilos srl,2022-01-12,vendedor retail estilos ica,https://www.bumeran.com.pe/empleos/vendedor-retail-estilos-ica-estilos-srl-1114808692.html,"ica, ica",False,Bumeran
promart,2022-01-12,supervisor de almacén full time promart la molina,https://www.bumeran.com.pe/empleos/supervisora-de-almacen-full-time-promart-la-molina-promart-1114910503.html,"la molina, lima",False,Bumeran
confidencial,2022-01-12,"supervisor de soldadura minería ica, lima, arequipa",https://www.bumeran.com.pe/empleos/supervisor-de-soldadura-mineria-ica-lima-arequipa-1114910119.html,"marcona, ica",False,Bumeran
electrocompresores lima sac,2022-01-12,practicante de mantenimiento mecanico,https://www.bumeran.com.pe/empleos/practicante-de-mantenimiento-mecanico-electrocompresores-lima-sac-1114904072.html,"carabayllo, lima",False,Bumeran
confidencial,2022-01-12,auxiliar,https://www.bumeran.com.pe/empleos/auxiliar-1114910002.html,"lima, lima",False,Bumeran
confidencial,2022-01-12,mecanico de mantenimiento arequipa,https://www.bumeran.com.pe/empleos/mecanico-de-mantenimiento-arequipa-1114909933.html,"arequipa, arequipa",False,Bumeran
infraenercom,2022-01-12,"egresados, bachilleres, ingenieros electrónicos, telecomunicaciones",https://www.bumeran.com.pe/empleos/egresados-bachilleres-ingenieros-electronicos-telecomunicaciones-infraenercom-1114909873.html,"lima, lima",False,Bumeran
jasmin tami,2022-01-12,ingeniero civil,https://www.bumeran.com.pe/empleos/ingeniero-civil-jasmin-tami-1114903821.html,"ate., lima",False,Bumeran
confidencial,2022-01-12,supervisor eléctrico experiencia en supervisión de empresas contrati,https://www.bumeran.com.pe/empleos/supervisor-electrico-experiencia-en-supervision-de-empresas-contratistas-1114909648.html,"challhuahuacho, apurimac",False,Bumeran
rcs capital humano,2022-01-11,coordinador de producción planta punta hermosa,https://www.bumeran.com.pe/empleos/coordinador-de-produccion-planta-punta-hermosa-rcs-capital-humano-1114909177.html,"distrito de punta hermosa, lima",False,Bumeran
pan american silver peru s.a.c.,2022-01-11,"practicas profesionales, la arena 2022",https://www.bumeran.com.pe/empleos/practicas-profesionales-la-arena-2022-pan-american-silver-peru-s.a.c.-1114909120.html,"huamachuco, la libertad",False,Bumeran
ambc consultoria empresarial,2022-01-11,supervisor de mantenimiento electrónico sede junín,https://www.bumeran.com.pe/empleos/supervisor-de-mantenimiento-electronico-sede-junin-ambc-consultoria-empresarial-1114909084.html,"tarma, junin",False,Bumeran
unión de concreteras,2022-01-11,electricista industrial mineria,https://www.bumeran.com.pe/empleos/electricista-industrial-mineria-union-de-concreteras-1114349085.html,"ayacucho, ayacucho",False,Bumeran
menorca inversiones s.a.c.,2022-01-11,supervisor de calidad zona sur,https://www.bumeran.com.pe/empleos/supervisor-de-calidad-zona-sur-menorca-inversiones-s.a.c.-1114908964.html,"ica, ica",False,Bumeran
promelsa,2022-01-11,analista de precios la victoria,https://www.bumeran.com.pe/empleos/analista-de-precios-la-victoria-promelsa-1114908953.html,"lima, lima",False,Bumeran
universidad autónoma del perú,2022-01-11,auxiliar de servicios generales experiencia en electricidad,https://www.bumeran.com.pe/empleos/auxiliar-de-servicios-generales-experiencia-en-electricidad-universidad-autonoma-del-peru-1114908914.html,"villa el salvador, lima",False,Bumeran
jrc ingeniería y construcción,2022-01-11,bombero mina,https://www.bumeran.com.pe/empleos/bombero-mina-jrc-ingenieria-y-construccion-1114908875.html,"chicla, lima",False,Bumeran
confidencial,2022-01-11,tecnico en telecomunicaciones,https://www.bumeran.com.pe/empleos/tecnico-en-telecomunicaciones-1114908870.html,"san miguel, lima",False,Bumeran
tejidos san jacinto sa,2022-01-11,aprendiz electricista,https://www.bumeran.com.pe/empleos/aprendiz-electricista-tejidos-san-jacinto-sa-1114908845.html,"santa anita, lima",False,Bumeran
cia. nuevo mundo s.a.,2022-01-11,mecánico de tejeduría,https://www.bumeran.com.pe/empleos/mecanico-de-tejeduria-cia.-nuevo-mundo-s.a.-1114908834.html,"cercado de lima, lima",False,Bumeran
confidencial,2022-01-11,jefe de mantenimiento,https://www.bumeran.com.pe/empleos/jefe-de-mantenimiento-1114908810.html,"lima, lima",False,Bumeran
inventiva grupo inmobiliario s.a.c.,2022-01-11,sub gerente de construcción en obras de habilitación urbana,https://www.bumeran.com.pe/empleos/sub-gerente-de-construccion-en-obras-de-habilitacion-urbana-inventiva-grupo-inmobiliario-s.a.c.-1114908758.html,"lima, lima",False,Bumeran
confidencial,2022-01-11,cadista locador de servicios,https://www.bumeran.com.pe/empleos/cadista-locador-de-servicios-1114908722.html,"lima, lima",False,Bumeran
confidencial,2022-01-11,r0031711 supervisor técnico nivel 3 um subterranea,https://www.bumeran.com.pe/empleos/r0031711-supervisor-tecnico-nivel-3-um-subterranea-1114908720.html,"cerro de pasco, pasco",False,Bumeran
mlc contratistas,2022-01-11,tecnico electricista arequipa,https://www.bumeran.com.pe/empleos/tecnico-electricista-arequipa-mlc-contratistas-1114908694.html,"arequipa, arequipa",False,Bumeran
manpower perú,2022-01-11,operador de planta lurin ref 21141,https://www.bumeran.com.pe/empleos/operador-de-planta--lurin-ref.-21141-manpower-peru-1114908498.html,"lurín, lima",False,Bumeran
los portales,2022-01-11,jefe de proyectos chilca,https://www.bumeran.com.pe/empleos/jefe-de-proyectos-chilca-los-portales-1114908417.html,"chilca, lima",False,Bumeran
transportes cruz del sur s.a.c.,2022-01-11,electricista arequipa,https://www.bumeran.com.pe/empleos/electricista-arequipa-transportes-cruz-del-sur-s.a.c.-1114792129.html,"arequipa, arequipa",False,Bumeran
distribuidores y mercadeo srl,2022-01-11,auxiliar de contabilidadpunta hermosa,https://www.bumeran.com.pe/empleos/auxiliar-de-contabilidad-punta-hermosa-distribuidores-y-mercadeo-srl-1114908313.html,"distrito de punta hermosa, lima",False,Bumeran
confidencial,2022-01-11,r0032184 supervisor técnico nivel 2 um subterránea,https://www.bumeran.com.pe/empleos/r0032184-supervisor-tecnico-nivel-2-um-subterranea-1114908247.html,"huaraz, ancash",False,Bumeran
molitalia s.a.,2022-01-11,supervisor de fabricación ingenieria los olivos,https://www.bumeran.com.pe/empleos/supervisor-de-fabricacion-ingenieria-los-olivos-molitalia-s.a.-1114908158.html,"los olivos, lima",False,Bumeran
edificaciones inmobiliarias,2022-01-11,asistente de costos y presupuesto,https://www.bumeran.com.pe/empleos/asistente-de-costos-y-presupuesto-edificaciones-inmobiliarias-1114908052.html,"lima, lima",False,Bumeran
atento perú,2022-01-11,asesor de atención al cliente empresa de energía electrica trabaja des,https://www.bumeran.com.pe/empleos/asesor-de-atencion-al-cliente-empresa-de-energia-electrica-trabaja-desde-casa-atento-peru-1114908014.html,perú,False,Bumeran
confidencial,2022-01-11,mecánico,https://www.bumeran.com.pe/empleos/mecanico-1114907867.html,"callao, lima",False,Bumeran
verisure perú,2022-01-11,técnico de mantenimiento,https://www.bumeran.com.pe/empleos/tecnico-de-mantenimiento-verisure-peru-1114907556.html,"lima, lima",False,Bumeran
oca global perú,2022-01-11,supervisor qa qc sector minero,https://www.bumeran.com.pe/empleos/supervisor-qa-qc-sector-minero-oca-global-peru-1114907417.html,"ica, ica",False,Bumeran
los portales,2022-01-11,técnico de mantenimiento servicios generales,https://www.bumeran.com.pe/empleos/tecnico-de-mantenimiento-servicios-generales-los-portales-1114907294.html,"magdalena, lima",False,Bumeran
fenix power peru s.a.,2022-01-11,practicante de servicios generales,https://www.bumeran.com.pe/empleos/practicante-de-servicios-generales-fenix-power-peru-s.a.-1114907236.html,"chilca, lima",False,Bumeran
aspiratek,2022-01-11,dibujante tecnico,https://www.bumeran.com.pe/empleos/dibujante-tecnico-aspiratek-1114906882.html,"lima, lima",False,Bumeran
confidencial,2022-01-11,técnico en mantenimiento,https://www.bumeran.com.pe/empleos/tecnico-en-mantenimiento-1114906801.html,"lima, lima",False,Bumeran
confidencial,2022-01-11,técnico de mantenimiento comas,https://www.bumeran.com.pe/empleos/tecnico-de-mantenimiento-comas-1114906718.html,"comas, lima",False,Bumeran
oiso sac,2022-01-11,técnico de extintores,https://www.bumeran.com.pe/empleos/tecnico-de-extintores-oiso-sac-1114906629.html,perú,False,Bumeran
real plaza s.r.l.,2022-01-11,técnico de mantenimiento guardia civil,https://www.bumeran.com.pe/empleos/tecnico-de-mantenimiento-guardia-civil-real-plaza-s.r.l.-1114906549.html,"lima, lima",False,Bumeran
distribuidores y mercadeo srl,2022-01-11,vendedores limarepresentantes de ventas,https://www.bumeran.com.pe/empleos/vendedores-lima-representantes-de-ventas-distribuidores-y-mercadeo-srl-1114906531.html,"lima, lima",False,Bumeran
maximo arturo  ayala mori,2022-01-11,se necesita tecnico soldadormetalmecánico,https://www.bumeran.com.pe/empleos/se-necesita-tecnico-soldador-metalmecanico-maximo-arturo-ayala-mori-1114902794.html,"carabayllo, lima",False,Bumeran
diana pinto,2022-01-11,mecanico automotriz,https://www.bumeran.com.pe/empleos/mecanico-automotriz-diana-pinto-1114902795.html,"huañec, lima",False,Bumeran
grupo olivos,2022-01-11,especialista en motores diesel yo combustion interna,https://www.bumeran.com.pe/empleos/especialista-en-motores-diesel-y-o-combustion-interna-grupo-olivos-1114902743.html,"callao, lima",False,Bumeran
cristhian heredia fabian,2022-01-11,supervisor de sistemas hvac con experiencia en sistemas de precisión y,https://www.bumeran.com.pe/empleos/supervisor-de-sistemas-hvac-con-experiencia-en-sistemas-de-precision-y-agua-helada-cristhian-heredia-fabian-1114902448.html,"santa anita, lima",False,Bumeran
jimmy alexander zurita cespedes,2022-01-11,vendedor junior,https://www.bumeran.com.pe/empleos/vendedor-junior-jimmy-alexander-zurita-cespedes-1114902134.html,"san miguel, lima",False,Bumeran
ariana giraldo,2022-01-11,tecnico mecanico,https://www.bumeran.com.pe/empleos/tecnico-mecanico-ariana-giraldo-1114901322.html,"breña, lima",False,Bumeran
jamileth flores,2022-01-11,conductor de camion semitrayler a3c,https://www.bumeran.com.pe/empleos/conductor-de-camion-semitrayler-a3c-jamileth-flores-1114900998.html,"arequipa, arequipa",False,Bumeran
fape corporación e.i.r.l. e.i.r.l.,2022-01-11,operario especializadas varias,https://www.bumeran.com.pe/empleos/operario-especializadas-varias-fape-corporacion-e.i.r.l.-e.i.r.l.-1114900801.html,"lima, lima",False,Bumeran
barlovento renovables latinoamerica sac,2022-01-11,tecnico laboratorio en energias renovables,https://www.bumeran.com.pe/empleos/tecnico-laboratorio-en-energias-renovables-barlovento-renovables-latinoamerica-sac-1114900712.html,"miraflores, lima",False,Bumeran
marco  paucar palomino,2022-01-11,tecnico mecanico mantenimiento,https://www.bumeran.com.pe/empleos/tecnico-mecanico-mantenimiento-marco-paucar-palomino-1114899460.html,"lima, lima",False,Bumeran
maria quiroga huaman,2022-01-11,mecanico electricista,https://www.bumeran.com.pe/empleos/mecanico-electricista-maria-quiroga-huaman-1114898912.html,"lima, lima",False,Bumeran
paolo neyra,2022-01-11,ingeniero mecánico eléctrico,https://www.bumeran.com.pe/empleos/ingeniero-mecanico-electrico-paolo-neyra-1114898208.html,"huaraz, ancash",False,Bumeran
fiorella castillo,2022-01-11,ingeniero hse,https://www.bumeran.com.pe/empleos/ingeniero-hse-fiorella-castillo-1114897411.html,"lima, lima",False,Bumeran
valeria val,2022-01-11,ingeniero mecánico eléctrico,https://www.bumeran.com.pe/empleos/ingeniero-mecanico-electrico-valeria-val-1114897124.html,"lima, lima",False,Bumeran
confidencial,2022-01-11,mecanico electricista,https://www.bumeran.com.pe/empleos/mecanico-electricista-1114897076.html,"lima, lima",False,Bumeran
zeus energy s.a.c.,2022-01-10,ingeniero de proyectos temporal,https://www.bumeran.com.pe/empleos/ingeniero-de-proyectos-temporal-zeus-energy-s.a.c.-1114906151.html,"piura, piura",False,Bumeran
confidencial,2022-01-10,técnico eléctrico proyectos de baja y media tensión surquillo,https://www.bumeran.com.pe/empleos/tecnico-electrico-proyectos-de-baja-y-media-tension-surquillo-1114905996.html,"lima, lima",False,Bumeran
ab technology s.a.c.,2022-01-10,auxiliar contable junior,https://www.bumeran.com.pe/empleos/auxiliar-contable-junior-ab-technology-s.a.c.-1114905814.html,"lima, lima",False,Bumeran
telrad peru sa,2022-01-10,supervisor de prevención y seguridad,https://www.bumeran.com.pe/empleos/supervisor-de-prevencion-y-seguridad-telrad-peru-sa-1114905781.html,"arequipa, arequipa",False,Bumeran
hipermercados tottus,2022-01-10,asesor de electrodomésticos tottus huaylas,https://www.bumeran.com.pe/empleos/asesor-de-electrodomesticos-tottus-huaylas-hipermercados-tottus-1114905767.html,"chorrillos, lima",False,Bumeran
hipermercados tottus,2022-01-10,multifuncional operaciones prevención tottus próceres surco,https://www.bumeran.com.pe/empleos/multifuncional-operaciones-prevencion-tottus-proceres-surco-hipermercados-tottus-1114905763.html,"santiago de surco, lima",False,Bumeran
adecco,2022-01-10,jefe de saneamiento y ampliación de instalaciones,https://www.bumeran.com.pe/empleos/jefe-de-saneamiento-y-ampliacion-de-instalaciones-adecco-1114905753.html,"lima, lima",False,Bumeran
confidencial,2022-01-10,analista de compras logistica temporal reemplazo maternidad,https://www.bumeran.com.pe/empleos/analista-de-compras-logistica-temporal-reemplazo-maternidad-1114905738.html,"lima, lima",False,Bumeran
confidencial,2022-01-10,practicante comercial hvac,https://www.bumeran.com.pe/empleos/practicante-comercial-hvac-1114905733.html,"santiago de surco, lima",False,Bumeran
manpower perú,2022-01-10,profesional de presupuesto,https://www.bumeran.com.pe/empleos/profesional-de-presupuesto-manpower-peru-1114800917.html,"cusco, cuzco",False,Bumeran
cummins del perú,2022-01-10,analista predictivo d0003,https://www.bumeran.com.pe/empleos/analista-predictivo-d0003-cummins-del-peru-1114905695.html,"callao, lima",False,Bumeran
acsa corp,2022-01-10,auxiliar de servicios generales planilla desde el primer dia cercad,https://www.bumeran.com.pe/empleos/auxiliar-de-servicios-generales-planilla-desde-el-primer-dia-cercado-de-lima-acsa-corp-1114905554.html,"cercado de lima, lima",False,Bumeran
cummins del perú,2022-01-10,practicante de pre profesional de logistica d0002,https://www.bumeran.com.pe/empleos/practicante-de-pre-profesional-de-logistica-d0002-cummins-del-peru-1114905204.html,"callao, lima",False,Bumeran
komatsu mitsui,2022-01-10,practicante profesional de software aplicaciones k0390,https://www.bumeran.com.pe/empleos/practicante-profesional-de-software-aplicaciones-k0390-komatsu-mitsui-1114905187.html,"callao, lima",False,Bumeran
komatsu mitsui,2022-01-10,practicante profesional de creditos k0389,https://www.bumeran.com.pe/empleos/practicante-profesional-de-creditos-k0389-komatsu-mitsui-1114905158.html,"callao, lima",False,Bumeran
sulla company s.a.c.,2022-01-10,ingeniero ssoma py antapaccay,https://www.bumeran.com.pe/empleos/ingeniero-ssoma-py-antapaccay-sulla-company-s.a.c.-1114905112.html,"yura, arequipa",False,Bumeran
manpower perú,2022-01-10,asesor comercial rubro industrial,https://www.bumeran.com.pe/empleos/asesora-comercial-rubro-industrial-manpower-peru-1114904940.html,"miraflores, lima",False,Bumeran
ms business intelligence e.i.r.l.,2022-01-10,tecnico instalador en sistemas de seguridad,https://www.bumeran.com.pe/empleos/tecnico-instalador-en-sistemas-de-seguridad-ms-business-intelligence-e.i.r.l.-1114510684.html,"lima, lima",False,Bumeran
real plaza s.r.l.,2022-01-10,técnico de mantenimiento piura,https://www.bumeran.com.pe/empleos/tecnico-de-mantenimiento-piura-real-plaza-s.r.l.-1114904608.html,"piura, piura",False,Bumeran
mill  hire the future,2022-01-10,técnico electricista industrial,https://www.bumeran.com.pe/empleos/tecnico-electricista-industrial-mill-hire-the-future-1114904558.html,"ate., lima",False,Bumeran
mill  hire the future,2022-01-10,especialista de recuperación de energía,https://www.bumeran.com.pe/empleos/especialista-de-recuperacion-de-energia-mill-hire-the-future-1114739867.html,"lima, lima",False,Bumeran
komatsu mitsui,2022-01-10,analista de control de gestión k0381,https://www.bumeran.com.pe/empleos/analista-de-control-de-gestion-k0381-komatsu-mitsui-1114904385.html,"callao, lima",False,Bumeran
yofc peru s.a.c.,2022-01-10,project planner,https://www.bumeran.com.pe/empleos/project-planner-yofc-peru-s.a.c.-1114904345.html,"lima, lima",False,Bumeran
confipetrol andina s.a.,2022-01-10,planner pasco,https://www.bumeran.com.pe/empleos/planner-pasco-confipetrol-andina-s.a.-1114904319.html,"cerro de pasco, pasco",False,Bumeran
newrest,2022-01-10,analista de compras de productos y servicios para lima,https://www.bumeran.com.pe/empleos/analista-de-compras-de-productos-y-servicios-para-lima-newrest-1114904286.html,"lima, lima",False,Bumeran
confidencial,2022-01-10,supervisor mecánico eléctrico,https://www.bumeran.com.pe/empleos/supervisor-mecanico-electrico-1114904176.html,"cajamarca, cajamarca",False,Bumeran
mandomedio,2022-01-10,asistente de despacho arequipa horarios rotativos,https://www.bumeran.com.pe/empleos/asistente-de-despacho-arequipa-horarios-rotativos-mandomedio-1114904171.html,"arequipa, arequipa",False,Bumeran
